Savings_Account_Balance,Income_INR,Outstanding_Loans,No_of_Open_Accounts,Employment_Years,Avg_Monthly_Salary_Credit,Cash_Withdrawal_3M,Interest_Rate_Pct,Age,ECS_Mandate_Count,Newest_Trade_Open_Months,Total_EMI_Paid,Default
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.6619067414685046,0.9017128658742568,0.987479687631682,-0.03432902781653697,-0.32463922267458745,-0.21845198117958717,-0.3651414583816209,0.054415005487053365,0.1343972847229485,0
1.1788922161268887,0.9648757358171912,-0.960043364999096,0.00023721978524240037,-0.43858348202380504,-0.020046292348287885,-0.03432902781653697,-0.04796488203263538,-0.0030361055597267037,0.026473723286604633,-0.394258856952348,0.1343972847229485,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.6619067414685046,-0.43858348202380504,0.054415005487053365,-0.5115479434754482,-0.04796488203263538,-0.08882091852664747,0.026473723286604633,-0.394258856952348,-0.07138515624073362,0
1.1788922161268887,-1.2650872147497458,1.3929447957398462,0.00023721978524240037,0.5556424751843216,-0.020046292348287885,-0.03432902781653697,-0.04796488203263538,-0.08882091852664747,0.5682212573911818,0.054415005487053365,-0.5832335126513079,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,-0.986210025530707,0.5556424751843216,-0.020046292348287885,-0.5115479434754482,-0.04796488203263538,-0.08882091852664747,0.026473723286604633,0.054415005487053365,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.2979309276512699,0.9017128658742568,-0.6462228468020497,0.3079381591275154,-0.32463922267458745,-0.21845198117958717,0.026473723286604633,-0.067402079030577,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.00023721978524240037,0.03937712812251261,0.987479687631682,0.3079381591275154,-0.32463922267458745,-0.0030361055597267037,0.026473723286604633,0.9091478443617749,0.1343972847229485,0
-0.9831528540881576,0.9648757358171912,1.3929447957398462,-0.986210025530707,0.5556424751843216,0.054415005487053365,-0.5115479434754482,-0.04796488203263538,-0.0030361055597267037,0.5682212573911818,-0.067402079030577,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.00023721978524240037,-0.43858348202380504,0.054415005487053365,0.3079381591275154,-0.32463922267458745,-0.21845198117958717,0.026473723286604633,0.054415005487053365,-0.07138515624073362,0
-1.644751676913177,0.9648757358171912,-0.960043364999096,0.2979309276512699,-0.43858348202380504,-0.020046292348287885,1.1006860562606535,1.0664680989503124,0.7268262875678202,-0.3651414583816209,-0.394258856952348,2.0151402403275074,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.6619067414685046,-0.43858348202380504,0.054415005487053365,1.1006860562606535,-0.32463922267458745,-0.0030361055597267037,0.37015134362908797,-0.067402079030577,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,-0.960043364999096,0.6619067414685046,0.03937712812251261,0.054415005487053365,-0.5115479434754482,-0.04796488203263538,-0.0030361055597267037,0.026473723286604633,-0.067402079030577,0.1343972847229485,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.6619067414685046,0.03937712812251261,-0.020046292348287885,-0.03432902781653697,-0.04796488203263538,-0.0030361055597267037,0.37015134362908797,0.054415005487053365,-0.5832335126513079,0
1.1788922161268887,-1.2650872147497458,-0.960043364999096,-0.986210025530707,0.9017128658742568,-0.020046292348287885,-0.03432902781653697,0.5300000445709842,-0.08882091852664747,-0.3651414583816209,0.054415005487053365,-0.07138515624073362,1
-1.644751676913177,-1.2650872147497458,-0.960043364999096,0.2979309276512699,-0.43858348202380504,0.054415005487053365,1.1006860562606535,-0.32463922267458745,-0.0030361055597267037,-0.3651414583816209,0.054415005487053365,-0.07138515624073362,1
1.1788922161268887,-1.2650872147497458,-0.960043364999096,0.2979309276512699,-0.43858348202380504,-0.020046292348287885,1.1006860562606535,-0.32463922267458745,-0.21845198117958717,0.37015134362908797,0.9091478443617749,0.1343972847229485,0
-0.9831528540881576,-1.2650872147497458,-0.960043364999096,-0.986210025530707,0.03937712812251261,-0.020046292348287885,-0.5115479434754482,-0.32463922267458745,-0.08882091852664747,0.37015134362908797,-0.067402079030577,-0.5832335126513079,1
1.1788922161268887,-1.2650872147497458,-0.960043364999096,0.6619067414685046,0.03937712812251261,0.054415005487053365,0.3079381591275154,0.5300000445709842,-0.0030361055597267037,-0.3651414583816209,0.054415005487053365,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.2979309276512699,0.03937712812251261,-0.020046292348287885,-0.03432902781653697,-0.32463922267458745,0.7268262875678202,0.026473723286604633,0.054415005487053365,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.00023721978524240037,0.03937712812251261,0.054415005487053365,-0.03432902781653697,1.0664680989503124,-0.21845198117958717,0.026473723286604633,-0.067402079030577,0.1343972847229485,0
-0.9831528540881576,-1.2650872147497458,-0.960043364999096,0.2979309276512699,0.03937712812251261,0.054415005487053365,-0.03432902781653697,-0.32463922267458745,-0.21845198117958717,-0.3651414583816209,-0.067402079030577,-0.5832335126513079,1
-1.644751676913177,0.9648757358171912,-0.960043364999096,-0.986210025530707,-0.43858348202380504,-0.020046292348287885,-0.5115479434754482,-0.32463922267458745,-0.21845198117958717,0.37015134362908797,-0.394258856952348,0.1343972847229485,1
1.1788922161268887,-1.2650872147497458,-0.960043364999096,0.00023721978524240037,-0.43858348202380504,-0.020046292348287885,-0.03432902781653697,-0.32463922267458745,0.7268262875678202,0.37015134362908797,0.9091478443617749,-0.07138515624073362,0
1.1788922161268887,-1.2650872147497458,-0.960043364999096,0.2979309276512699,0.03937712812251261,0.054415005487053365,-0.03432902781653697,0.5300000445709842,0.7268262875678202,0.026473723286604633,-0.067402079030577,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.2979309276512699,0.03937712812251261,0.987479687631682,-0.03432902781653697,-0.04796488203263538,-0.08882091852664747,-0.3651414583816209,-0.394258856952348,2.0151402403275074,0
1.1788922161268887,0.9648757358171912,1.3929447957398462,0.2979309276512699,-0.43858348202380504,0.054415005487053365,-0.03432902781653697,-0.32463922267458745,-0.0030361055597267037,0.5682212573911818,-0.067402079030577,2.0151402403275074,0
1.1788922161268887,0.9648757358171912,-0.960043364999096,0.2979309276512699,-0.43858348202380504,-0.020046292348287885,1.1006860562606535,0.5300000445709842,-0.0030361055597267037,0.37015134362908797,0.054415005487053365,-0.07138515624073362,0
1.1788922161268887,-1.2650872147497458,1.3929447957398462,0.00023721978524240037,-0.43858348202380504,-0.020046292348287885,-0.03432902781653697,-0.32463922267458745,-0.08882091852664747,0.37015134362908797,0.054415005487053365,-0.07138515624073362,0
1.1788922161268887,0.9648757358171912,1.2296197396365467,0.2979309276512699,-0.43858348202380504,-0.020046292348287885,-0.03432902781653697,-0.32463922267458745,-0.08882091852664747,0.026473723286604633,-0.394258856952348,-0.5832335126513079,0
